Country,Category,Series,Data Type,Data,Values,Date,Regional Data,Survey Topic,Type of business,Economic segment,Inflation Type,Inflation sub segment
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,105.1,13/02/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,91.4,21/02/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,98.6,27/02/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,107.3,06/03/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,93.5,12/03/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,91.5,20/03/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,73.7,27/03/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,66.7,03/04/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,61.1,09/04/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,53,17/04/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,44.1,24/04/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,40.3,01/05/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,40.9,07/05/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,37.8,15/05/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,38.8,22/05/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,40.1,29/05/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,43.1,05/06/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,46,12/06/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,38.5,19/06/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,46.9,26/06/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,45.7,03/07/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,47.2,10/07/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,51.7,17/07/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,52.3,24/07/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,55.2,31/07/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,72.3,07/08/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,73.9,14/08/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,74.8,21/08/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,75.8,28/08/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,69.6,04/09/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,74.5,11/09/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,77.2,18/09/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,83.1,25/09/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,88.4,02/10/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,91.6,09/10/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,97,16/10/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,98.4,23/10/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,99.8,30/10/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,95.5,06/11/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,99.8,13/11/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,102.2,20/11/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,107.9,27/11/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,102.5,04/12/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,92,11/12/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,98,18/12/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,97.7,24/12/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,85.4,31/12/2020,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,82.3,08/01/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,77.7,15/01/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,86.6,22/01/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,92.8,29/01/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,95.4,05/02/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,100.1,12/02/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,101.7,19/02/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,103.3,26/02/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,107.6,05/03/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,112.9,12/03/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,114.8,19/03/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,119.5,26/03/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,119.9,01/04/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,120,09/04/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,120.8,16/04/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,125.6,23/04/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,128,30/04/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,130.5,07/05/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,139.3,14/05/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,144.8,21/05/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,155.7,28/05/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,159.5,04/06/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,157.8,11/06/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East Midlands,162.8,18/06/2021,East Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,89.8,03/01/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,92.8,10/01/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,95.8,16/01/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,103.3,23/01/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,102.7,30/01/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,104.4,07/02/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,104.8,13/02/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,91.7,21/02/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,99.1,27/02/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,105.7,06/03/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,95.1,12/03/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,93.1,20/03/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,82.2,27/03/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,66.5,03/04/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,60.9,09/04/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,52.5,17/04/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,43.4,24/04/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,38.4,01/05/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,38.9,07/05/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,36.3,15/05/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,36.5,22/05/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,37.2,29/05/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,39.6,05/06/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,42.7,12/06/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,35.9,19/06/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,43.4,26/06/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,41.6,03/07/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,43.2,10/07/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,47.2,17/07/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,47.1,24/07/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,48.9,31/07/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,61.2,07/08/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,62,14/08/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,62.3,21/08/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,63.2,28/08/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,58,04/09/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,61.7,11/09/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,63.2,18/09/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,69.6,25/09/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,73.6,02/10/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,75.8,09/10/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,80.2,16/10/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,84.9,23/10/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,86.5,30/10/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,82,06/11/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,84.6,13/11/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,85,20/11/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,90.8,27/11/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,87.7,04/12/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,79.6,11/12/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,85.2,18/12/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,85.4,24/12/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,74.7,31/12/2020,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,72.4,08/01/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,67.6,15/01/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,76.9,22/01/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,85.7,29/01/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,87.5,05/02/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,91.2,12/02/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,93.5,19/02/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,95.9,26/02/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,98.7,05/03/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,104.6,12/03/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,106.9,19/03/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,111.5,26/03/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,112.2,01/04/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,110.8,09/04/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,111.5,16/04/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,115.8,23/04/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,117.9,30/04/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,119.9,07/05/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,128.9,14/05/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,134.2,21/05/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,144.5,28/05/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,147,04/06/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,144.4,11/06/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,West Midlands,147.7,18/06/2021,West Midlands,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,92.3,03/01/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,92.8,10/01/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,93.2,16/01/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,95,23/01/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,101,30/01/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,103.1,07/02/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,103.8,13/02/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,94,21/02/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,99.1,27/02/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,104.3,06/03/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,95.5,12/03/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,93.5,20/03/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,82.5,27/03/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,72.2,03/04/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,66.7,09/04/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,59.3,17/04/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,45.4,24/04/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,40.7,01/05/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,42.2,07/05/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,40.4,15/05/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,41.7,22/05/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,42.2,29/05/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,45,05/06/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,48.6,12/06/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,44.5,19/06/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,50.4,26/06/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,36.8,03/07/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,37.5,10/07/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,41.3,17/07/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,41.8,24/07/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,43.4,31/07/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,52.1,07/08/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,52.5,14/08/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,53.1,21/08/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,59.3,28/08/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,54.3,04/09/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,53.9,11/09/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,55.8,18/09/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,59.6,25/09/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,70.5,02/10/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,71.2,09/10/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,74.6,16/10/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,77.8,23/10/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,77.9,30/10/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,74,06/11/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,76.3,13/11/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,80.8,20/11/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,84.3,27/11/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,83.7,04/12/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,76.7,11/12/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,80.2,18/12/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,81.7,24/12/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,72.2,31/12/2020,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,68.8,08/01/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,68.2,15/01/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,75.6,22/01/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,82,29/01/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,85.3,05/02/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,88.6,12/02/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,89.8,19/02/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,91,26/02/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,93,05/03/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,97.9,12/03/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,99.2,19/03/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,102.2,26/03/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,103.9,01/04/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,104.7,09/04/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,105.2,16/04/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,110.2,23/04/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,111.6,30/04/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,113.1,07/05/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,119.1,14/05/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,127.2,21/05/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,138.7,28/05/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,139.5,04/06/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,137.2,11/06/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,East of England,141.8,18/06/2021,East of England,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,86.4,03/01/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,91,10/01/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,95.5,16/01/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,96.3,23/01/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,100.1,30/01/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,100.1,07/02/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,105.4,13/02/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,96,21/02/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,98.6,27/02/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,103.9,06/03/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,95.5,12/03/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,90.6,20/03/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,75.8,27/03/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,64.5,03/04/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,58.5,09/04/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,49.6,17/04/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,42.1,24/04/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,38.7,01/05/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,38,07/05/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,34.2,15/05/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,34.6,22/05/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,34.8,29/05/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,36.5,05/06/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,41.2,12/06/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,39.9,19/06/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,44.5,26/06/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,43.4,03/07/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,44.5,10/07/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,47.9,17/07/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,46.7,24/07/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,47.6,31/07/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,51.9,07/08/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,50.9,14/08/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,50,21/08/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,48.2,28/08/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,43.4,04/09/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,48.6,11/09/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,49.1,18/09/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,53,25/09/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,51.4,02/10/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,52.1,09/10/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,54.8,16/10/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,59.9,23/10/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,60.4,30/10/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,56.9,06/11/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,58.5,13/11/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,58.5,20/11/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,60.3,27/11/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,62.3,04/12/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,56.2,11/12/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,60.8,18/12/2020,London,,,,,
United Kingdom,Job Search Adverts,Timeseries,Index,London,62.3,24/12/2020,London,,,,,
